Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),29.5,29.5,,,27.8,31.3,Gender,Male,C2,T13,NH072,AgeStdz,BOC02,GEN01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),35.9,35.9,,,33.7,38.2,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.0,36.0,,,33.7,38.4,Gender,Female,C2,T13,NH072,Crude,BOC02,GEN02,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),47.7,47.7,,,41.2,54.3,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.4,35.4,,,32.4,38.5,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),26.7,26.7,,,24.4,29.2,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.0,29.0,,,25.4,32.8,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.3,29.3,,,27.6,31.1,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),34.6,34.6,,,27.0,43.0,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.8,33.8,,,32.2,35.5,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),34.4,34.4,,,32.9,35.9,Race,Non-Hispanic White,C2,T13,NH072,AgeStdz,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),26.1,26.1,,,23.3,29.1,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.2,27.2,,,24.1,30.4,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,AgeStdz,BOC04,RAC04,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,Crude,BOC04,RAC04,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),42.0,42.0,,,34.4,50.1,Race,Other,C2,T13,NH072,Crude,BOC04,RAC07,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),42.6,42.6,,,34.7,50.8,Race,Other,C2,T13,NH072,AgeStdz,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),32.4,32.4,,,30.1,34.7,Overall,Overall,C2,T13,NH072,AgeStdz,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),32.1,32.1,,,30.0,34.3,Overall,Overall,C2,T13,NH072,Crude,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),28.1,28.1,,,25.7,30.7,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),28.2,28.2,,,25.6,30.8,Gender,Male,C2,T13,NH072,AgeStdz,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),36.5,36.5,,,32.6,40.5,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.9,35.9,,,32.2,39.9,Gender,Female,C2,T13,NH072,Crude,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),45.9,45.9,,,40.3,51.6,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.1,35.1,,,32.5,37.7,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),26.2,26.2,,,23.1,29.7,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.3,29.3,,,25.7,33.1,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),28.5,28.5,,,26.2,30.9,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.8,33.8,,,30.1,37.8,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.2,33.2,,,30.3,36.2,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),34.1,34.1,,,31.2,37.2,Race,Non-Hispanic White,C2,T13,NH072,AgeStdz,BOC04,RAC01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),22.8,22.8,,,20.0,25.7,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),23.0,23.0,,,20.2,25.9,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,AgeStdz,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,Crude,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),45.6,45.6,,,38.6,52.8,Race,Other,C2,T13,NH072,Crude,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),45.8,45.8,,,39.3,52.4,Race,Other,C2,T13,NH072,AgeStdz,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),31.4,31.4,,,29.1,33.8,Overall,Overall,C2,T13,NH072,AgeStdz,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),31.1,31.1,,,28.7,33.6,Overall,Overall,C2,T13,NH072,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),25.7,25.7,,,22.8,28.7,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),25.7,25.7,,,23.2,28.5,Gender,Male,C2,T13,NH072,AgeStdz,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),36.9,36.9,,,33.9,40.0,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.4,36.4,,,33.4,39.5,Gender,Female,C2,T13,NH072,Crude,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),45.8,45.8,,,39.4,52.3,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.5,33.5,,,29.4,37.9,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),25.1,25.1,,,22.5,27.9,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.0,30.0,,,27.3,32.8,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.9,27.9,,,25.8,30.2,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.7,36.7,,,32.1,41.5,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),32.0,32.0,,,28.9,35.3,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),33.0,33.0,,,29.7,36.4,Race,Non-Hispanic White,C2,T13,NH072,AgeStdz,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),22.7,22.7,,,19.8,26.0,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),22.7,22.7,,,19.5,26.3,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,AgeStdz,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,Crude,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),46.8,46.8,,,38.3,55.6,Race,Other,C2,T13,NH072,Crude,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),48.2,48.2,,,40.5,56.0,Race,Other,C2,T13,NH072,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),30.5,30.5,,,28.7,32.4,Overall,Overall,C2,T13,NH072,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.3,30.3,,,28.5,32.1,Overall,Overall,C2,T13,NH072,Crude,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.0,27.0,,,25.2,29.0,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),27.1,27.1,,,25.2,29.1,Gender,Male,C2,T13,NH072,AgeStdz,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),33.7,33.7,,,30.9,36.6,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.4,33.4,,,30.7,36.2,Gender,Female,C2,T13,NH072,Crude,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),42.8,42.8,,,37.5,48.3,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),31.7,31.7,,,28.8,34.7,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),26.8,26.8,,,23.7,30.1,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.8,27.8,,,24.4,31.6,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.0,27.0,,,24.7,29.4,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.3,30.3,,,27.8,32.8,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.9,30.9,,,28.4,33.6,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),31.7,31.7,,,29.1,34.5,Race,Non-Hispanic White,C2,T13,NH072,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),24.6,24.6,,,22.2,27.2,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),24.8,24.8,,,22.3,27.4,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T13,NH072,Crude,BOC04,RAC04,59,
